register.name 	register (pre) 	command 	condition 	evaluation 	--> 	register (post) 
g	[g == -231]	17: '[g == -231] dec -700 if ([vh == -429] >= -438)' (evaluated true)	([vh == -429] >= -438)	true	-->	[g == 469]
lpi	[lpi == 628]	18: '[lpi == 628] dec 356 if ([lpi == 628] >= 623)' (evaluated true)	([lpi == 628] >= 623)	true	-->	[lpi == 272]
afu	[afu == 0]	19: '[afu == 0] inc -227 if ([qn == 0] <= 6)' (evaluated true)	([qn == 0] <= 6)	true	-->	[afu == -227]
m	[m == 0]	20: '[m == 0] dec 329 if ([jq == 880] != 883)' (evaluated true)	([jq == 880] != 883)	true	-->	[m == -329]
qrc	[qrc == 0]	21: '[qrc == 0] dec 683 if ([sh == 0] != 2)' (evaluated true)	([sh == 0] != 2)	true	-->	[qrc == -683]
sh	[sh == 0]	22: '[sh == 0] dec -322 if ([qdq == 0] <= -7)' (evaluated false)	([qdq == 0] <= -7)	false	-->	[sh == 0]
fkp	[fkp == 0]	23: '[fkp == 0] inc 112 if ([qdq == 0] >= 7)' (evaluated false)	([qdq == 0] >= 7)	false	-->	[fkp == 0]
bfx	[bfx == 0]	24: '[bfx == 0] dec -258 if ([wfk == 0] >= -1)' (evaluated true)	([wfk == 0] >= -1)	true	-->	[bfx == 258]
nkr	[nkr == 674]	25: '[nkr == 674] inc -259 if ([ev == 0] >= -1)' (evaluated true)	([ev == 0] >= -1)	true	-->	[nkr == 415]
pr	[pr == -1599]	26: '[pr == -1599] dec -806 if ([ghj == 693] == 693)' (evaluated true)	([ghj == 693] == 693)	true	-->	[pr == -793]
w	[w == 27]	27: '[w == 27] inc -717 if ([nkr == 415] >= 412)' (evaluated true)	([nkr == 415] >= 412)	true	-->	[w == -690]
rlq	[rlq == 290]	28: '[rlq == 290] inc -755 if ([w == -690] < -686)' (evaluated true)	([w == -690] < -686)	true	-->	[rlq == -465]
afu	[afu == -227]	29: '[afu == -227] inc 514 if ([yo == 0] <= 2)' (evaluated true)	([yo == 0] <= 2)	true	-->	[afu == 287]
a	[a == 0]	30: '[a == 0] inc 697 if ([bfx == 258] <= 252)' (evaluated false)	([bfx == 258] <= 252)	false	-->	[a == 0]
qrc	[qrc == -683]	31: '[qrc == -683] dec -733 if ([lpi == 272] > 278)' (evaluated false)	([lpi == 272] > 278)	false	-->	[qrc == -683]
jq	[jq == 880]	32: '[jq == 880] inc 843 if ([ghj == 693] != 692)' (evaluated true)	([ghj == 693] != 692)	true	-->	[jq == 1723]
jh	[jh == 0]	33: '[jh == 0] inc -321 if ([u == 0] <= 3)' (evaluated true)	([u == 0] <= 3)	true	-->	[jh == -321]
afu	[afu == 287]	34: '[afu == 287] dec -86 if ([afu == 287] == 287)' (evaluated true)	([afu == 287] == 287)	true	-->	[afu == 373]
g	[g == 469]	35: '[g == 469] inc -374 if ([w == -690] >= -694)' (evaluated true)	([w == -690] >= -694)	true	-->	[g == 95]
m	[m == -329]	36: '[m == -329] inc 681 if ([k == 567] < 565)' (evaluated false)	([k == 567] < 565)	false	-->	[m == -329]
ev	[ev == 0]	37: '[ev == 0] inc -75 if ([u == 0] == 0)' (evaluated true)	([u == 0] == 0)	true	-->	[ev == -75]
w	[w == -690]	38: '[w == -690] dec 130 if ([lpi == 272] < 277)' (evaluated true)	([lpi == 272] < 277)	true	-->	[w == -820]
ev	[ev == -75]	39: '[ev == -75] dec 139 if ([vh == -429] == -429)' (evaluated true)	([vh == -429] == -429)	true	-->	[ev == -214]
m	[m == -329]	40: '[m == -329] inc -283 if ([m == -329] >= -332)' (evaluated true)	([m == -329] >= -332)	true	-->	[m == -612]
fkp	[fkp == 0]	41: '[fkp == 0] dec -48 if ([yo == 0] != -2)' (evaluated true)	([yo == 0] != -2)	true	-->	[fkp == 48]
g	[g == 95]	42: '[g == 95] dec -272 if ([t == -737] > -747)' (evaluated true)	([t == -737] > -747)	true	-->	[g == 367]
wfk	[wfk == 0]	43: '[wfk == 0] dec 752 if ([pr == -793] < -800)' (evaluated false)	([pr == -793] < -800)	false	-->	[wfk == 0]
bfx	[bfx == 258]	44: '[bfx == 258] inc -164 if ([rlq == -465] != -467)' (evaluated true)	([rlq == -465] != -467)	true	-->	[bfx == 94]
k	[k == 567]	45: '[k == 567] dec -470 if ([k == 567] <= 566)' (evaluated false)	([k == 567] <= 566)	false	-->	[k == 567]
ghj	[ghj == 693]	46: '[ghj == 693] dec 221 if ([k == 567] < 572)' (evaluated true)	([k == 567] < 572)	true	-->	[ghj == 472]
g	[g == 367]	47: '[g == 367] dec 722 if ([bfx == 94] > 93)' (evaluated true)	([bfx == 94] > 93)	true	-->	[g == -355]
wfk	[wfk == 0]	48: '[wfk == 0] dec -256 if ([qdq == 0] >= -7)' (evaluated true)	([qdq == 0] >= -7)	true	-->	[wfk == 256]
t	[t == -737]	49: '[t == -737] inc 337 if ([bfx == 94] > 99)' (evaluated false)	([bfx == 94] > 99)	false	-->	[t == -737]
w	[w == -820]	50: '[w == -820] inc 134 if ([fkp == 48] != 48)' (evaluated false)	([fkp == 48] != 48)	false	-->	[w == -820]
nkr	[nkr == 415]	51: '[nkr == 415] inc -605 if ([w == -820] <= -815)' (evaluated true)	([w == -820] <= -815)	true	-->	[nkr == -190]
wfk	[wfk == 256]	52: '[wfk == 256] dec -938 if ([vh == -429] >= -438)' (evaluated true)	([vh == -429] >= -438)	true	-->	[wfk == 1194]
pr	[pr == -793]	53: '[pr == -793] dec -938 if ([wfk == 1194] < 1204)' (evaluated true)	([wfk == 1194] < 1204)	true	-->	[pr == 145]
qn	[qn == 0]	54: '[qn == 0] inc -372 if ([rlq == -465] <= -459)' (evaluated true)	([rlq == -465] <= -459)	true	-->	[qn == -372]
bfx	[bfx == 94]	55: '[bfx == 94] dec -38 if ([g == -355] <= -348)' (evaluated true)	([g == -355] <= -348)	true	-->	[bfx == 132]
qn	[qn == -372]	56: '[qn == -372] inc 561 if ([fkp == 48] != 49)' (evaluated true)	([fkp == 48] != 49)	true	-->	[qn == 189]
ghj	[ghj == 472]	57: '[ghj == 472] dec 555 if ([rlq == -465] >= -466)' (evaluated true)	([rlq == -465] >= -466)	true	-->	[ghj == -83]
qdq	[qdq == 0]	58: '[qdq == 0] dec 78 if ([yo == 0] == 0)' (evaluated true)	([yo == 0] == 0)	true	-->	[qdq == -78]
ev	[ev == -214]	59: '[ev == -214] inc -466 if ([vh == -429] > -433)' (evaluated true)	([vh == -429] > -433)	true	-->	[ev == -680]
w	[w == -820]	60: '[w == -820] inc -946 if ([qdq == -78] >= -84)' (evaluated true)	([qdq == -78] >= -84)	true	-->	[w == -1766]
w	[w == -1766]	61: '[w == -1766] inc 735 if ([ghj == -83] < -74)' (evaluated true)	([ghj == -83] < -74)	true	-->	[w == -1031]
lpi	[lpi == 272]	62: '[lpi == 272] dec -616 if ([afu == 373] == 380)' (evaluated false)	([afu == 373] == 380)	false	-->	[lpi == 272]
nkr	[nkr == -190]	63: '[nkr == -190] dec 259 if ([qrc == -683] != -678)' (evaluated true)	([qrc == -683] != -678)	true	-->	[nkr == -449]
sh	[sh == 0]	64: '[sh == 0] dec -406 if ([m == -612] < -620)' (evaluated false)	([m == -612] < -620)	false	-->	[sh == 0]
jq	[jq == 1723]	65: '[jq == 1723] dec -449 if ([m == -612] == -612)' (evaluated true)	([m == -612] == -612)	true	-->	[jq == 2172]
ev	[ev == -680]	66: '[ev == -680] dec 990 if ([qrc == -683] > -691)' (evaluated true)	([qrc == -683] > -691)	true	-->	[ev == -1670]
g	[g == -355]	67: '[g == -355] dec -139 if ([jh == -321] > -315)' (evaluated false)	([jh == -321] > -315)	false	-->	[g == -355]
w	[w == -1031]	68: '[w == -1031] inc 204 if ([vh == -429] <= -424)' (evaluated true)	([vh == -429] <= -424)	true	-->	[w == -827]
yo	[yo == 0]	69: '[yo == 0] dec -26 if ([jq == 2172] == 2181)' (evaluated false)	([jq == 2172] == 2181)	false	-->	[yo == 0]
a	[a == 0]	70: '[a == 0] dec -528 if ([qrc == -683] != -688)' (evaluated true)	([qrc == -683] != -688)	true	-->	[a == 528]
nkr	[nkr == -449]	71: '[nkr == -449] inc -926 if ([bfx == 132] > 128)' (evaluated true)	([bfx == 132] > 128)	true	-->	[nkr == -1375]
qdq	[qdq == -78]	72: '[qdq == -78] inc -241 if ([w == -827] <= -822)' (evaluated true)	([w == -827] <= -822)	true	-->	[qdq == -319]
g	[g == -355]	73: '[g == -355] inc -111 if ([wfk == 1194] == 1194)' (evaluated true)	([wfk == 1194] == 1194)	true	-->	[g == -466]
bfx	[bfx == 132]	74: '[bfx == 132] inc 282 if ([qn == 189] < 199)' (evaluated true)	([qn == 189] < 199)	true	-->	[bfx == 414]
jq	[jq == 2172]	75: '[jq == 2172] inc 413 if ([wfk == 1194] == 1194)' (evaluated true)	([wfk == 1194] == 1194)	true	-->	[jq == 2585]
fkp	[fkp == 48]	76: '[fkp == 48] dec -281 if ([ev == -1670] < -1660)' (evaluated true)	([ev == -1670] < -1660)	true	-->	[fkp == 329]
qrc	[qrc == -683]	77: '[qrc == -683] inc -596 if ([qn == 189] != 199)' (evaluated true)	([qn == 189] != 199)	true	-->	[qrc == -1279]
ev	[ev == -1670]	78: '[ev == -1670] inc 383 if ([ghj == -83] != -74)' (evaluated true)	([ghj == -83] != -74)	true	-->	[ev == -1287]
sh	[sh == 0]	79: '[sh == 0] inc -562 if ([yo == 0] <= -6)' (evaluated false)	([yo == 0] <= -6)	false	-->	[sh == 0]
sh	[sh == 0]	80: '[sh == 0] inc 728 if ([wfk == 1194] <= 1196)' (evaluated true)	([wfk == 1194] <= 1196)	true	-->	[sh == 728]
bfx	[bfx == 414]	81: '[bfx == 414] dec -360 if ([vh == -429] < -423)' (evaluated true)	([vh == -429] < -423)	true	-->	[bfx == 774]
jq	[jq == 2585]	82: '[jq == 2585] inc -774 if ([qn == 189] >= 195)' (evaluated false)	([qn == 189] >= 195)	false	-->	[jq == 2585]
qn	[qn == 189]	83: '[qn == 189] dec -939 if ([ghj == -83] == -87)' (evaluated false)	([ghj == -83] == -87)	false	-->	[qn == 189]
w	[w == -827]	84: '[w == -827] dec 952 if ([ghj == -83] == -83)' (evaluated true)	([ghj == -83] == -83)	true	-->	[w == -1779]
yo	[yo == 0]	85: '[yo == 0] dec -112 if ([lpi == 272] < 278)' (evaluated true)	([lpi == 272] < 278)	true	-->	[yo == 112]
qn	[qn == 189]	86: '[qn == 189] dec 902 if ([sh == 728] == 728)' (evaluated true)	([sh == 728] == 728)	true	-->	[qn == -713]
k	[k == 567]	87: '[k == 567] dec 507 if ([qrc == -1279] == -1279)' (evaluated true)	([qrc == -1279] == -1279)	true	-->	[k == 60]
g	[g == -466]	88: '[g == -466] dec 155 if ([a == 528] != 537)' (evaluated true)	([a == 528] != 537)	true	-->	[g == -621]
rlq	[rlq == -465]	89: '[rlq == -465] inc 655 if ([a == 528] < 530)' (evaluated true)	([a == 528] < 530)	true	-->	[rlq == 190]
qrc	[qrc == -1279]	90: '[qrc == -1279] inc 523 if ([afu == 373] == 373)' (evaluated true)	([afu == 373] == 373)	true	-->	[qrc == -756]
t	[t == -737]	91: '[t == -737] dec 36 if ([jh == -321] != -319)' (evaluated true)	([jh == -321] != -319)	true	-->	[t == -773]
qn	[qn == -713]	92: '[qn == -713] dec -584 if ([m == -612] > -610)' (evaluated false)	([m == -612] > -610)	false	-->	[qn == -713]
ev	[ev == -1287]	93: '[ev == -1287] inc 406 if ([sh == 728] <= 730)' (evaluated true)	([sh == 728] <= 730)	true	-->	[ev == -881]
pr	[pr == 145]	94: '[pr == 145] dec 699 if ([lpi == 272] > 277)' (evaluated false)	([lpi == 272] > 277)	false	-->	[pr == 145]
a	[a == 528]	95: '[a == 528] dec 906 if ([k == 60] == 60)' (evaluated true)	([k == 60] == 60)	true	-->	[a == -378]
jq	[jq == 2585]	96: '[jq == 2585] dec -811 if ([m == -612] != -615)' (evaluated true)	([m == -612] != -615)	true	-->	[jq == 3396]
vh	[vh == -429]	97: '[vh == -429] inc -874 if ([qn == -713] <= -712)' (evaluated true)	([qn == -713] <= -712)	true	-->	[vh == -1303]
pr	[pr == 145]	98: '[pr == 145] inc 325 if ([vh == -1303] != -1293)' (evaluated true)	([vh == -1303] != -1293)	true	-->	[pr == 470]
nkr	[nkr == -1375]	99: '[nkr == -1375] inc -786 if ([m == -612] < -607)' (evaluated true)	([m == -612] < -607)	true	-->	[nkr == -2161]
pr	[pr == 470]	100: '[pr == 470] inc -903 if ([jq == 3396] != 3389)' (evaluated true)	([jq == 3396] != 3389)	true	-->	[pr == -433]
fkp	[fkp == 329]	101: '[fkp == 329] inc 758 if ([rlq == 190] <= 182)' (evaluated false)	([rlq == 190] <= 182)	false	-->	[fkp == 329]
lpi	[lpi == 272]	102: '[lpi == 272] inc -307 if ([sh == 728] > 725)' (evaluated true)	([sh == 728] > 725)	true	-->	[lpi == -35]
afu	[afu == 373]	103: '[afu == 373] inc -162 if ([jh == -321] <= -314)' (evaluated true)	([jh == -321] <= -314)	true	-->	[afu == 211]
afu	[afu == 211]	104: '[afu == 211] inc -96 if ([k == 60] < 63)' (evaluated true)	([k == 60] < 63)	true	-->	[afu == 115]
t	[t == -773]	105: '[t == -773] dec 939 if ([pr == -433] <= -427)' (evaluated true)	([pr == -433] <= -427)	true	-->	[t == -1712]
fkp	[fkp == 329]	106: '[fkp == 329] dec -65 if ([a == -378] <= -370)' (evaluated true)	([a == -378] <= -370)	true	-->	[fkp == 394]
g	[g == -621]	107: '[g == -621] dec 246 if ([nkr == -2161] > -2160)' (evaluated false)	([nkr == -2161] > -2160)	false	-->	[g == -621]
w	[w == -1779]	108: '[w == -1779] inc 62 if ([sh == 728] != 727)' (evaluated true)	([sh == 728] != 727)	true	-->	[w == -1717]
jh	[jh == -321]	109: '[jh == -321] dec -621 if ([ev == -881] > -891)' (evaluated true)	([ev == -881] > -891)	true	-->	[jh == 300]
wfk	[wfk == 1194]	110: '[wfk == 1194] dec -84 if ([ev == -881] != -878)' (evaluated true)	([ev == -881] != -878)	true	-->	[wfk == 1278]
qdq	[qdq == -319]	111: '[qdq == -319] inc 245 if ([sh == 728] > 725)' (evaluated true)	([sh == 728] > 725)	true	-->	[qdq == -74]
qdq	[qdq == -74]	112: '[qdq == -74] dec 689 if ([jh == 300] < 310)' (evaluated true)	([jh == 300] < 310)	true	-->	[qdq == -763]
sh	[sh == 728]	113: '[sh == 728] inc -396 if ([ghj == -83] < -79)' (evaluated true)	([ghj == -83] < -79)	true	-->	[sh == 332]
yo	[yo == 112]	114: '[yo == 112] dec 457 if ([pr == -433] < -429)' (evaluated true)	([pr == -433] < -429)	true	-->	[yo == -345]
vh	[vh == -1303]	115: '[vh == -1303] dec -545 if ([pr == -433] > -434)' (evaluated true)	([pr == -433] > -434)	true	-->	[vh == -758]
rlq	[rlq == 190]	116: '[rlq == 190] inc -848 if ([nkr == -2161] > -2166)' (evaluated true)	([nkr == -2161] > -2166)	true	-->	[rlq == -658]
nkr	[nkr == -2161]	117: '[nkr == -2161] inc 274 if ([fkp == 394] < 401)' (evaluated true)	([fkp == 394] < 401)	true	-->	[nkr == -1887]
nkr	[nkr == -1887]	118: '[nkr == -1887] inc -165 if ([fkp == 394] > 393)' (evaluated true)	([fkp == 394] > 393)	true	-->	[nkr == -2052]
u	[u == 0]	119: '[u == 0] dec 973 if ([t == -1712] <= -1706)' (evaluated true)	([t == -1712] <= -1706)	true	-->	[u == -973]
vh	[vh == -758]	120: '[vh == -758] dec -874 if ([wfk == 1278] < 1286)' (evaluated true)	([wfk == 1278] < 1286)	true	-->	[vh == 116]
ghj	[ghj == -83]	121: '[ghj == -83] inc 872 if ([lpi == -35] == -35)' (evaluated true)	([lpi == -35] == -35)	true	-->	[ghj == 789]
vh	[vh == 116]	122: '[vh == 116] dec 476 if ([t == -1712] == -1712)' (evaluated true)	([t == -1712] == -1712)	true	-->	[vh == -360]
lpi	[lpi == -35]	123: '[lpi == -35] inc -780 if ([nkr == -2052] > -2062)' (evaluated true)	([nkr == -2052] > -2062)	true	-->	[lpi == -815]
a	[a == -378]	124: '[a == -378] inc 312 if ([sh == 332] != 332)' (evaluated false)	([sh == 332] != 332)	false	-->	[a == -378]
qdq	[qdq == -763]	125: '[qdq == -763] dec -840 if ([a == -378] == -378)' (evaluated true)	([a == -378] == -378)	true	-->	[qdq == 77]
k	[k == 60]	126: '[k == 60] dec 287 if ([qn == -713] <= -707)' (evaluated true)	([qn == -713] <= -707)	true	-->	[k == -227]
rlq	[rlq == -658]	127: '[rlq == -658] dec 250 if ([jh == 300] != 304)' (evaluated true)	([jh == 300] != 304)	true	-->	[rlq == -908]
qdq	[qdq == 77]	128: '[qdq == 77] dec -870 if ([qrc == -756] == -756)' (evaluated true)	([qrc == -756] == -756)	true	-->	[qdq == 947]
pr	[pr == -433]	129: '[pr == -433] dec 95 if ([qrc == -756] < -750)' (evaluated true)	([qrc == -756] < -750)	true	-->	[pr == -528]
m	[m == -612]	130: '[m == -612] dec 21 if ([jq == 3396] <= 3400)' (evaluated true)	([jq == 3396] <= 3400)	true	-->	[m == -633]
qrc	[qrc == -756]	131: '[qrc == -756] dec -995 if ([vh == -360] == -360)' (evaluated true)	([vh == -360] == -360)	true	-->	[qrc == 239]
fkp	[fkp == 394]	132: '[fkp == 394] inc 422 if ([g == -621] > -626)' (evaluated true)	([g == -621] > -626)	true	-->	[fkp == 816]
rlq	[rlq == -908]	133: '[rlq == -908] inc 744 if ([rlq == -908] == -908)' (evaluated true)	([rlq == -908] == -908)	true	-->	[rlq == -164]
qdq	[qdq == 947]	134: '[qdq == 947] dec -856 if ([rlq == -164] >= -168)' (evaluated true)	([rlq == -164] >= -168)	true	-->	[qdq == 1803]
wfk	[wfk == 1278]	135: '[wfk == 1278] inc -53 if ([rlq == -164] <= -164)' (evaluated true)	([rlq == -164] <= -164)	true	-->	[wfk == 1225]
bfx	[bfx == 774]	136: '[bfx == 774] dec 370 if ([a == -378] == -378)' (evaluated true)	([a == -378] == -378)	true	-->	[bfx == 404]
w	[w == -1717]	137: '[w == -1717] dec 388 if ([lpi == -815] <= -812)' (evaluated true)	([lpi == -815] <= -812)	true	-->	[w == -2105]
jh	[jh == 300]	138: '[jh == 300] inc -458 if ([a == -378] <= -375)' (evaluated true)	([a == -378] <= -375)	true	-->	[jh == -158]
ev	[ev == -881]	139: '[ev == -881] dec 169 if ([m == -633] < -623)' (evaluated true)	([m == -633] < -623)	true	-->	[ev == -1050]
afu	[afu == 115]	140: '[afu == 115] dec 673 if ([afu == 115] <= 117)' (evaluated true)	([afu == 115] <= 117)	true	-->	[afu == -558]
jq	[jq == 3396]	141: '[jq == 3396] dec -294 if ([vh == -360] >= -362)' (evaluated true)	([vh == -360] >= -362)	true	-->	[jq == 3690]
ghj	[ghj == 789]	142: '[ghj == 789] inc -595 if ([qn == -713] >= -711)' (evaluated false)	([qn == -713] >= -711)	false	-->	[ghj == 789]
m	[m == -633]	143: '[m == -633] inc -292 if ([lpi == -815] <= -823)' (evaluated false)	([lpi == -815] <= -823)	false	-->	[m == -633]
wfk	[wfk == 1225]	144: '[wfk == 1225] inc -401 if ([pr == -528] >= -536)' (evaluated true)	([pr == -528] >= -536)	true	-->	[wfk == 824]
w	[w == -2105]	145: '[w == -2105] inc -846 if ([fkp == 816] <= 818)' (evaluated true)	([fkp == 816] <= 818)	true	-->	[w == -2951]
afu	[afu == -558]	146: '[afu == -558] inc 224 if ([fkp == 816] <= 825)' (evaluated true)	([fkp == 816] <= 825)	true	-->	[afu == -334]
qdq	[qdq == 1803]	147: '[qdq == 1803] dec -22 if ([fkp == 816] != 816)' (evaluated false)	([fkp == 816] != 816)	false	-->	[qdq == 1803]
bfx	[bfx == 404]	148: '[bfx == 404] inc 148 if ([qn == -713] == -713)' (evaluated true)	([qn == -713] == -713)	true	-->	[bfx == 552]
qrc	[qrc == 239]	149: '[qrc == 239] inc -253 if ([lpi == -815] >= -815)' (evaluated true)	([lpi == -815] >= -815)	true	-->	[qrc == -14]
w	[w == -2951]	150: '[w == -2951] inc -824 if ([fkp == 816] != 816)' (evaluated false)	([fkp == 816] != 816)	false	-->	[w == -2951]
jq	[jq == 3690]	151: '[jq == 3690] inc 409 if ([wfk == 824] <= 821)' (evaluated false)	([wfk == 824] <= 821)	false	-->	[jq == 3690]
a	[a == -378]	152: '[a == -378] inc -243 if ([ev == -1050] < -1044)' (evaluated true)	([ev == -1050] < -1044)	true	-->	[a == -621]
ev	[ev == -1050]	153: '[ev == -1050] inc 784 if ([afu == -334] <= -329)' (evaluated true)	([afu == -334] <= -329)	true	-->	[ev == -266]
a	[a == -621]	154: '[a == -621] inc 492 if ([a == -621] > -625)' (evaluated true)	([a == -621] > -625)	true	-->	[a == -129]
qrc	[qrc == -14]	155: '[qrc == -14] dec 675 if ([afu == -334] != -327)' (evaluated true)	([afu == -334] != -327)	true	-->	[qrc == -689]
yo	[yo == -345]	156: '[yo == -345] inc -902 if ([g == -621] > -623)' (evaluated true)	([g == -621] > -623)	true	-->	[yo == -1247]
jh	[jh == -158]	157: '[jh == -158] inc -341 if ([m == -633] <= -632)' (evaluated true)	([m == -633] <= -632)	true	-->	[jh == -499]
rlq	[rlq == -164]	158: '[rlq == -164] inc 139 if ([g == -621] > -622)' (evaluated true)	([g == -621] > -622)	true	-->	[rlq == -25]
qdq	[qdq == 1803]	159: '[qdq == 1803] inc -156 if ([vh == -360] <= -355)' (evaluated true)	([vh == -360] <= -355)	true	-->	[qdq == 1647]
ev	[ev == -266]	160: '[ev == -266] inc 105 if ([qdq == 1647] > 1646)' (evaluated true)	([qdq == 1647] > 1646)	true	-->	[ev == -161]
g	[g == -621]	161: '[g == -621] dec -334 if ([u == -973] < -981)' (evaluated false)	([u == -973] < -981)	false	-->	[g == -621]
qn	[qn == -713]	162: '[qn == -713] inc -117 if ([lpi == -815] < -810)' (evaluated true)	([lpi == -815] < -810)	true	-->	[qn == -830]
fkp	[fkp == 816]	163: '[fkp == 816] dec -419 if ([jq == 3690] > 3687)' (evaluated true)	([jq == 3690] > 3687)	true	-->	[fkp == 1235]
lpi	[lpi == -815]	164: '[lpi == -815] inc 950 if ([wfk == 824] <= 830)' (evaluated true)	([wfk == 824] <= 830)	true	-->	[lpi == 135]
m	[m == -633]	165: '[m == -633] inc 305 if ([k == -227] <= -224)' (evaluated true)	([k == -227] <= -224)	true	-->	[m == -328]
yo	[yo == -1247]	166: '[yo == -1247] inc -355 if ([vh == -360] != -365)' (evaluated true)	([vh == -360] != -365)	true	-->	[yo == -1602]
jh	[jh == -499]	167: '[jh == -499] dec 775 if ([t == -1712] < -1710)' (evaluated true)	([t == -1712] < -1710)	true	-->	[jh == -1274]
qrc	[qrc == -689]	168: '[qrc == -689] dec 125 if ([nkr == -2052] > -2054)' (evaluated true)	([nkr == -2052] > -2054)	true	-->	[qrc == -814]
lpi	[lpi == 135]	169: '[lpi == 135] inc 572 if ([nkr == -2052] <= -2049)' (evaluated true)	([nkr == -2052] <= -2049)	true	-->	[lpi == 707]
rlq	[rlq == -25]	170: '[rlq == -25] dec 913 if ([ghj == 789] <= 791)' (evaluated true)	([ghj == 789] <= 791)	true	-->	[rlq == -938]
g	[g == -621]	171: '[g == -621] dec -25 if ([m == -328] >= -330)' (evaluated true)	([m == -328] >= -330)	true	-->	[g == -596]
bfx	[bfx == 552]	172: '[bfx == 552] dec -973 if ([ev == -161] == -161)' (evaluated true)	([ev == -161] == -161)	true	-->	[bfx == 1525]
sh	[sh == 332]	173: '[sh == 332] inc -500 if ([t == -1712] >= -1718)' (evaluated true)	([t == -1712] >= -1718)	true	-->	[sh == -168]
afu	[afu == -334]	174: '[afu == -334] inc 496 if ([qn == -830] < -820)' (evaluated true)	([qn == -830] < -820)	true	-->	[afu == 162]
afu	[afu == 162]	175: '[afu == 162] inc 242 if ([vh == -360] >= -365)' (evaluated true)	([vh == -360] >= -365)	true	-->	[afu == 404]
t	[t == -1712]	176: '[t == -1712] dec -474 if ([m == -328] == -328)' (evaluated true)	([m == -328] == -328)	true	-->	[t == -1238]
w	[w == -2951]	177: '[w == -2951] dec -597 if ([g == -596] <= -587)' (evaluated true)	([g == -596] <= -587)	true	-->	[w == -2354]
qdq	[qdq == 1647]	178: '[qdq == 1647] dec 681 if ([jq == 3690] == 3690)' (evaluated true)	([jq == 3690] == 3690)	true	-->	[qdq == 966]
k	[k == -227]	179: '[k == -227] dec -349 if ([bfx == 1525] != 1530)' (evaluated true)	([bfx == 1525] != 1530)	true	-->	[k == 122]
pr	[pr == -528]	180: '[pr == -528] inc -430 if ([yo == -1602] != -1595)' (evaluated true)	([yo == -1602] != -1595)	true	-->	[pr == -958]
nkr	[nkr == -2052]	181: '[nkr == -2052] inc 105 if ([afu == 404] != 410)' (evaluated true)	([afu == 404] != 410)	true	-->	[nkr == -1947]
w	[w == -2354]	182: '[w == -2354] dec -788 if ([jh == -1274] < -1272)' (evaluated true)	([jh == -1274] < -1272)	true	-->	[w == -1566]
lpi	[lpi == 707]	183: '[lpi == 707] inc 328 if ([ghj == 789] >= 785)' (evaluated true)	([ghj == 789] >= 785)	true	-->	[lpi == 1035]
rlq	[rlq == -938]	184: '[rlq == -938] inc 694 if ([vh == -360] <= -368)' (evaluated false)	([vh == -360] <= -368)	false	-->	[rlq == -938]
